Date,portfolio_value,returns,positions,turnover
2005-06-27,100.0,0.0,0.0,0.0
2005-06-28,100.0,0.0,0.0,0.0
2005-06-29,100.0,0.0,0.0,0.0
2005-06-30,100.0,0.0,0.0,0.0
2005-07-01,100.0,0.0,0.0,0.0
2005-07-05,100.0,0.0,0.0,0.0
2005-07-06,100.0,0.0,0.0,0.0
2005-07-07,100.0,0.0,0.0,0.0
2005-07-08,100.0,0.0,0.0,0.0
2005-07-11,100.0,0.0,0.0,0.0
2005-07-12,100.0,0.0,0.0,0.0
2005-07-13,100.0,0.0,0.0,0.0
2005-07-14,100.0,0.0,0.0,0.0
2005-07-15,100.0,0.0,0.0,0.0
2005-07-18,100.0,0.0,0.0,0.0
2005-07-19,100.0,0.0,0.0,0.0
2005-07-20,100.0,0.0,0.0,0.0
2005-07-21,100.0,0.0,0.0,0.0
2005-07-22,100.0,0.0,0.0,0.0
2005-07-25,100.0,0.0,0.0,0.0
2005-07-26,100.0,0.0,0.0,0.0
2005-07-27,100.0,0.0,0.0,0.0
2005-07-28,100.0,0.0,0.0,0.0
2005-07-29,100.0,0.0,0.0,0.0
2005-08-01,100.0,0.0,0.0,0.0
2005-08-02,100.0,0.0,0.0,0.0
2005-08-03,100.0,0.0,0.0,0.0
2005-08-04,100.0,0.0,0.0,0.0
2005-08-05,100.0,0.0,0.0,0.0
2005-08-08,100.0,0.0,0.0,0.0
2005-08-09,100.0,0.0,0.0,0.0
2005-08-10,100.0,0.0,0.0,0.0
2005-08-11,100.0,0.0,0.0,0.0
2005-08-12,100.0,0.0,0.0,0.0
2005-08-15,100.0,0.0,0.0,0.0
2005-08-16,100.0,0.0,0.0,0.0
2005-08-17,100.0,0.0,0.0,0.0
2005-08-18,100.0,0.0,0.0,0.0
2005-08-19,100.0,0.0,0.0,0.0
2005-08-22,100.0,0.0,0.0,0.0
2005-08-23,100.0,0.0,0.0,0.0
2005-08-24,100.0,0.0,0.0,0.0
2005-08-25,100.0,0.0,0.0,0.0
2005-08-26,100.0,0.0,0.0,0.0
2005-08-29,100.0,0.0,0.0,0.0
2005-08-30,100.0,0.0,0.0,0.0
2005-08-31,100.0,0.0,0.0,0.0
2005-09-01,100.0,0.0,0.0,0.0
2005-09-02,100.0,0.0,0.0,0.0
2005-09-06,100.0,0.0,0.0,0.0
2005-09-07,100.0,0.0,0.0,0.0
2005-09-08,100.0,0.0,0.0,0.0
2005-09-09,100.0,0.0,0.0,0.0
2005-09-12,100.0,0.0,0.0,0.0
2005-09-13,100.0,0.0,0.0,0.0
2005-09-14,100.0,0.0,0.0,0.0
2005-09-15,100.0,0.0,0.0,0.0
2005-09-16,100.0,0.0,0.0,0.0
2005-09-19,100.0,0.0,0.0,0.0
2005-09-20,100.0,0.0,0.0,0.0
2005-09-21,100.0,0.0,0.0,0.0
2005-09-22,100.0,0.0,0.0,0.0
2005-09-23,100.0,0.0,0.0,0.0
2005-09-26,100.0,0.0,0.0,0.0
2005-09-27,100.0,0.0,0.0,0.0
2005-09-28,100.0,0.0,0.0,0.0
2005-09-29,100.0,0.0,0.0,0.0
2005-09-30,100.0,0.0,0.0,0.0
2005-10-03,100.0,0.0,0.0,0.0
2005-10-04,100.0,0.0,0.0,0.0
2005-10-05,100.0,0.0,0.0,0.0
2005-10-06,100.0,0.0,0.0,0.0
2005-10-07,100.0,0.0,0.0,0.0
2005-10-10,100.0,0.0,0.0,0.0
2005-10-11,100.0,0.0,0.0,0.0
2005-10-12,100.0,0.0,0.0,0.0
2005-10-13,100.0,0.0,0.0,0.0
2005-10-14,100.0,0.0,0.0,0.0
2005-10-17,100.0,0.0,0.0,0.0
2005-10-18,100.0,0.0,0.0,0.0
2005-10-19,100.0,0.0,0.0,0.0
2005-10-20,100.0,0.0,0.0,0.0
2005-10-21,100.0,0.0,0.0,0.0
2005-10-24,100.0,0.0,0.0,0.0
2005-10-25,100.0,0.0,0.0,0.0
2005-10-26,100.0,0.0,0.0,0.0
2005-10-27,100.0,0.0,0.0,0.0
2005-10-28,100.0,0.0,0.0,0.0
2005-10-31,100.0,0.0,0.0,0.0
2005-11-01,100.0,0.0,0.0,0.0
2005-11-02,100.0,0.0,0.0,0.0
2005-11-03,100.0,0.0,0.0,0.0
2005-11-04,100.0,0.0,0.0,0.0
2005-11-07,100.0,0.0,0.0,0.0
2005-11-08,100.0,0.0,0.0,0.0
2005-11-09,100.0,0.0,0.0,0.0
2005-11-10,100.0,0.0,0.0,0.0
2005-11-11,100.0,0.0,0.0,0.0
2005-11-14,100.0,0.0,0.0,0.0
2005-11-15,100.0,0.0,0.0,0.0
2005-11-16,100.0,0.0,0.0,0.0
2005-11-17,100.0,0.0,0.0,0.0
2005-11-18,100.0,0.0,0.0,0.0
2005-11-21,100.0,0.0,0.0,0.0
2005-11-22,100.0,0.0,0.0,0.0
2005-11-23,100.0,0.0,0.0,0.0
2005-11-25,100.0,0.0,0.0,0.0
2005-11-28,100.0,0.0,0.0,0.0
2005-11-29,100.0,0.0,0.0,0.0
2005-11-30,100.0,0.0,0.0,0.0
2005-12-01,100.0,0.0,0.0,0.0
2005-12-02,100.0,0.0,0.0,0.0
2005-12-05,100.0,0.0,0.0,0.0
2005-12-06,100.0,0.0,0.0,0.0
2005-12-07,100.0,0.0,0.0,0.0
2005-12-08,100.0,0.0,0.0,0.0
2005-12-09,100.0,0.0,0.0,0.0
2005-12-12,100.0,0.0,0.0,0.0
2005-12-13,100.0,0.0,0.0,0.0
2005-12-14,100.0,0.0,0.0,0.0
2005-12-15,100.0,0.0,0.0,0.0
2005-12-16,100.0,0.0,0.0,0.0
2005-12-19,100.0,0.0,0.0,0.0
2005-12-20,100.0,0.0,0.0,0.0
2005-12-21,100.0,0.0,0.0,0.0
2005-12-22,100.0,0.0,0.0,0.0
2005-12-23,100.0,0.0,0.0,0.0
2005-12-27,100.0,0.0,0.0,0.0
2005-12-28,100.0,0.0,0.0,0.0
2005-12-29,100.0,0.0,0.0,0.0
2005-12-30,100.0,0.0,0.0,0.0
2006-01-03,100.0,0.0,0.0,0.0
2006-01-04,100.0,0.0,0.0,0.0
2006-01-05,100.0,0.0,0.0,0.0
2006-01-06,100.0,0.0,0.0,0.0
2006-01-09,100.0,0.0,0.0,0.0
2006-01-10,100.0,0.0,0.0,0.0
2006-01-11,100.0,0.0,0.0,0.0
2006-01-12,100.0,0.0,0.0,0.0
2006-01-13,100.0,0.0,0.0,0.0
2006-01-17,100.0,0.0,0.0,0.0
2006-01-18,100.0,0.0,0.0,0.0
2006-01-19,100.0,0.0,0.0,0.0
2006-01-20,100.0,0.0,0.0,0.0
2006-01-23,100.0,0.0,0.0,0.0
2006-01-24,100.0,0.0,0.0,0.0
2006-01-25,100.0,0.0,0.0,0.0
2006-01-26,100.0,0.0,0.0,0.0
2006-01-27,100.0,0.0,0.0,0.0
2006-01-30,100.0,0.0,0.0,0.0
2006-01-31,100.0,0.0,0.0,0.0
2006-02-01,100.0,0.0,0.0,0.0
2006-02-02,100.0,0.0,0.0,0.0
2006-02-03,100.0,0.0,0.0,0.0
2006-02-06,100.0,0.0,0.0,0.0
2006-02-07,100.0,0.0,0.0,0.0
2006-02-08,100.0,0.0,0.0,0.0
2006-02-09,100.0,0.0,0.0,0.0
2006-02-10,100.0,0.0,0.0,0.0
2006-02-13,100.0,0.0,0.0,0.0
2006-02-14,100.0,0.0,0.0,0.0
2006-02-15,100.0,0.0,0.0,0.0
2006-02-16,100.0,0.0,0.0,0.0
2006-02-17,100.0,0.0,0.0,0.0
2006-02-21,100.0,0.0,0.0,0.0
2006-02-22,100.0,0.0,0.0,0.0
2006-02-23,100.0,0.0,0.0,0.0
2006-02-24,100.0,0.0,0.0,0.0
2006-02-27,100.0,0.0,3.0,0.0
2006-02-28,100.0,0.0,3.0,0.0
2006-03-01,100.46514023952098,0.0046514023952097805,3.0,1.0
2006-03-02,100.80241803716818,0.0033571624629507024,3.0,0.0
2006-03-03,100.1895496142358,-0.006079898030882602,3.0,0.0
2006-03-06,100.00369822699172,-0.0018549977313968569,3.0,0.0
2006-03-07,99.38577600835035,-0.006178993673201849,3.0,0.0
2006-03-08,99.03572104771067,-0.0035221837037351378,3.0,0.0
2006-03-09,99.26819798369404,0.0023474048911238388,3.0,0.0
2006-03-10,99.6293180289923,0.0036378221085224816,3.0,0.0
2006-03-13,99.7529807826208,0.0012412285467267026,3.0,0.0
2006-03-14,100.69077252493281,0.009401140045685707,3.0,0.0
2006-03-15,101.6240056238808,0.009268308063848707,3.0,0.0
2006-03-16,102.19336840357587,0.005602640598544539,3.0,0.0
2006-03-17,102.26974943750852,0.0007474167367789164,3.0,0.0
2006-03-20,101.44290277590078,-0.00808495832008449,3.0,0.0
2006-03-21,100.62808666744634,-0.008032263333931366,3.0,0.0
2006-03-22,100.86174369602864,0.0023219862000802838,3.0,0.0
2006-03-23,100.8622372976184,4.893843509767848e-06,3.0,0.0
2006-03-24,101.43801499657496,0.005708555693223261,3.0,0.0
2006-03-27,101.39430143983022,-0.00043093860567189335,3.0,0.0
2006-03-28,101.36432962789289,-0.00029559661156219885,3.0,0.0
2006-03-29,102.82361272438894,0.014396416390786149,3.0,0.0
2006-03-30,103.16927993512385,0.0033617493256286046,3.0,0.0
2006-03-31,102.95211528291006,-0.002104935232177252,3.0,0.0
2006-04-03,102.54795570043676,-0.003925704502162786,3.0,0.0
2006-04-04,102.44104195819786,-0.0010425731211182176,3.0,0.0
2006-04-05,102.94020418318591,0.004872678132185948,3.0,0.0
2006-04-06,103.12744856890785,0.0018189626415421323,3.0,0.0
2006-04-07,101.86372301689488,-0.012254017427460906,4.0,0.0
2006-04-10,102.20977963486742,0.0033972508339905616,4.0,0.0
2006-04-11,101.48725574096744,-0.007069028976298575,4.0,0.0
2006-04-12,101.8014072845235,0.003095477764793353,4.0,0.0
2006-04-13,101.363469096898,-0.004301887363909573,4.0,0.0
2006-04-17,102.20895796133865,0.008341159512135654,4.0,0.0
2006-04-18,103.98307794724796,0.01735777392995619,4.0,0.0
2006-04-19,105.58309199831446,0.01538725418262965,4.0,0.0
2006-04-20,104.00732816885811,-0.014924395560242831,4.0,0.0
2006-04-21,105.35763126434449,0.012982768803503353,4.0,0.0
2006-04-24,104.18745897431904,-0.011106668553409915,4.0,0.0
2006-04-25,104.47392451328885,0.002749520352928636,4.0,0.0
2006-04-26,104.89795174082354,0.0040586895678524915,4.0,0.0
2006-04-27,104.86099040713667,-0.00035235515158771324,4.0,0.0
2006-04-28,106.36267082511672,0.014320677423983685,4.0,0.0
2006-05-01,106.13042787279505,-0.0021835005695139964,4.0,0.4999999999999998
2006-05-02,106.93222161307385,0.007554796078272696,4.0,0.0
2006-05-03,106.35853581806556,-0.005364947874029302,4.0,0.0
2006-05-04,106.93220584409613,0.0053937375276760235,4.0,0.0
2006-05-05,108.0032970495037,0.010016544566275876,4.0,0.0
2006-05-08,107.8390976489188,-0.001520318407591259,4.0,0.0
2006-05-09,109.1586413016093,0.012236226762453173,4.0,0.0
2006-05-10,109.99660092115506,0.0076765303191201895,4.0,0.0
2006-05-11,109.69249206369432,-0.002764711408480114,4.0,0.0
2006-05-12,108.95989325510796,-0.006678659539989029,4.0,0.0
2006-05-15,106.92616487959384,-0.01866492628395422,4.0,0.0
2006-05-16,107.36381473654444,0.004093009951712245,4.0,0.0
2006-05-17,106.1320645610256,-0.011472675207576999,4.0,0.0
2006-05-18,105.52614417181591,-0.0057091171430221355,4.0,0.0
2006-05-19,104.43960474458763,-0.010296400344726009,4.0,0.0
2006-05-22,104.23725089112953,-0.0019375202917797374,4.0,0.0
2006-05-23,104.62893735646934,0.003757643855639481,4.0,0.0
2006-05-24,103.23510664798953,-0.013321655974876667,4.0,0.0
2006-05-25,104.74811274348218,0.014655926114860218,4.0,0.0
2006-05-26,105.61277502464725,0.008254681239771244,4.0,0.0
2006-05-30,104.78552462466881,-0.007832863020457381,4.0,0.0
2006-05-31,104.38114975237235,-0.0038590718875043395,4.0,0.0
2006-06-01,104.10421474612228,-0.0026531132001041957,4.0,0.002634869954869723
2006-06-02,105.36057294043411,0.012068274059563233,4.0,0.0
2006-06-05,104.95423757132193,-0.0038566169276803564,4.0,0.0
2006-06-06,104.04583607656478,-0.008655215032550179,4.0,0.0
2006-06-07,103.7328980527613,-0.003007693874199857,4.0,0.0
2006-06-08,102.80583313520302,-0.008937038634423855,4.0,0.0
2006-06-09,102.76521157294744,-0.0003951289631801691,4.0,0.0
2006-06-12,101.68373662581786,-0.010523745638979176,4.0,0.0
2006-06-13,98.72218028714303,-0.02912517219516575,3.0,0.0
2006-06-14,98.55567401766358,-0.0016866145884861794,2.0,0.0
2006-06-15,100.58926289353329,0.02063390967733869,2.0,0.0
2006-06-16,100.45377497920207,-0.0013469421132414894,3.0,0.0
2006-06-19,99.05717784094142,-0.013902883575553027,2.0,0.0
2006-06-20,99.6102635407438,0.005583499468261532,2.0,0.0
2006-06-21,100.8900617738012,0.012848055888677656,2.0,0.0
2006-06-22,100.33455808806127,-0.005506029790975586,2.0,0.0
2006-06-23,100.18580312527646,-0.0014825895047472226,2.0,0.0
2006-06-26,100.69468302165481,0.005079361351647993,2.0,0.0
2006-06-27,100.28721270468878,-0.004046592180824482,3.0,0.0
2006-06-28,100.37780317688157,0.000903310299983584,3.0,0.0
2006-06-29,102.84832798267293,0.024612262149609876,3.0,0.0
2006-06-30,103.86038292197762,0.009840266333500214,4.0,0.0
2006-07-03,105.55097057993828,0.016277502647286335,4.0,0.0
2006-07-05,105.28745384516665,-0.002496582772510414,4.0,0.0
2006-07-06,105.8171476683228,0.005030930123308908,4.0,0.0
2006-07-07,105.1813922383,-0.006008056766144687,4.0,0.0
2006-07-10,105.00227948774685,-0.0017028938935069737,4.0,0.0
2006-07-11,106.48230111423207,0.01409513806467344,4.0,0.0
2006-07-12,106.99298607930284,0.0047959610163093025,4.0,0.0
2006-07-13,106.4789389276304,-0.004804493925344211,4.0,0.0
2006-07-14,106.26049724624022,-0.002051501297722802,3.0,0.0
2006-07-17,104.81865397739969,-0.013568949009332254,3.0,0.0
2006-07-18,104.74155967667825,-0.0007355017241307271,3.0,0.0
2006-07-19,106.05810716088831,0.01256948520027823,3.0,0.0
2006-07-20,104.77307649094196,-0.012116288932037866,3.0,0.0
2006-07-21,103.72556053529415,-0.009997949766592629,3.0,0.0
2006-07-24,104.49644277521655,0.007431940940537007,3.0,0.0
2006-07-25,104.67521957396632,0.001710841000916563,4.0,0.0
2006-07-26,104.8201482850253,0.0013845560740053386,4.0,0.0
2006-07-27,105.58472033218656,0.007294132470431647,4.0,0.0
2006-07-28,106.23452416186319,0.0061543358511746415,4.0,0.0
2006-07-31,106.40039891703015,0.0015614015921436852,4.0,0.0
2006-08-01,106.7464883047032,0.0032527076138402222,4.0,0.02014205446684894
2006-08-02,107.40290104351956,0.006149267758042365,4.0,0.0
2006-08-03,107.20815291561426,-0.0018132483016114476,4.0,0.0
2006-08-04,107.61802635008026,0.003823155453378746,4.0,0.0
2006-08-07,107.81625970453463,0.001842008826751007,4.0,0.0
2006-08-08,106.70198808747037,-0.010334912564374577,4.0,0.0
2006-08-09,106.76013935501355,0.0005449876669167963,4.0,0.0
2006-08-10,105.94666114627448,-0.00761968103126931,4.0,0.0
2006-08-11,105.2234298860631,-0.00682637142488951,4.0,0.0
2006-08-14,105.05702501874849,-0.0015814431015487296,4.0,0.0
2006-08-15,105.61673395620436,0.00532766787709793,4.0,0.0
2006-08-16,105.84256551720577,0.0021382176151656385,4.0,0.0
2006-08-17,104.84279399313296,-0.009445836079155612,4.0,0.0
2006-08-18,105.23402684611949,0.0037316141442411688,4.0,0.0
2006-08-21,106.06770267058472,0.00792211273720711,4.0,0.0
2006-08-22,106.05101276262607,-0.00015735146079753903,4.0,0.0
2006-08-23,105.40154095534683,-0.00612414526142202,4.0,0.0
2006-08-24,105.82529474806265,0.0040203756878216534,4.0,0.0
2006-08-25,105.83743049674325,0.00011467720179281216,4.0,0.0
2006-08-28,105.5650873935209,-0.0025732210423488056,4.0,0.0
2006-08-29,105.54153940268512,-0.00022306608574096387,3.0,0.0
2006-08-30,106.29761707311785,0.007163792329653029,3.0,0.0
2006-08-31,106.67650286090448,0.00356438646715862,4.0,0.0
2006-09-01,106.56846054473984,-0.0010128033190731633,4.0,0.03402943113850199
2006-09-05,107.37328397964468,0.007552172854809802,4.0,0.0
2006-09-06,106.63931403215261,-0.006835685007373082,4.0,0.0
2006-09-07,105.53542481592156,-0.010351615876844633,4.0,0.0
2006-09-08,105.38502037843747,-0.001425155939310696,4.0,0.0
2006-09-11,103.97441623990589,-0.013385243305605532,3.0,0.0
2006-09-12,104.0877606456326,0.0010901182216322969,3.0,0.0
2006-09-13,104.43426259135987,0.0033289403439751286,3.0,0.0
2006-09-14,103.52680904520514,-0.008689232093355148,3.0,0.0
2006-09-15,103.71802351933114,0.001847004422231402,3.0,0.0
2006-09-18,104.19007294338472,0.004551276702313922,3.0,0.0
2006-09-19,103.38689806612622,-0.007708746664328858,3.0,0.0
2006-09-20,103.46672020375448,0.0007720720818724658,4.0,0.0
2006-09-21,103.7591336744441,0.0028261596590071214,4.0,0.0
2006-09-22,103.68580543829873,-0.0007067159636803266,4.0,0.0
2006-09-25,103.74687543057166,0.0005889908653819997,4.0,0.0
2006-09-26,104.10296794186769,0.003432320345245765,4.0,0.0
2006-09-27,105.19611907024601,0.010500672074870598,4.0,0.0
2006-09-28,105.32663186386671,0.0012406616781512891,4.0,0.0
2006-09-29,105.15990062998543,-0.0015829921733069297,4.0,0.0
2006-10-02,104.63671796000074,-0.004975115674800357,4.0,0.0
2006-10-03,103.66981540620634,-0.009240566530039795,4.0,0.0
2006-10-04,104.17880732485708,0.004909740763561432,4.0,0.0
2006-10-05,104.78254920270128,0.0057952465894677285,3.0,0.0
2006-10-06,104.6976830465177,-0.0008099264317324995,3.0,0.0
2006-10-09,105.81104632463558,0.010634077524172225,3.0,0.0
2006-10-10,104.92872611114196,-0.008338639907090717,4.0,0.0
2006-10-11,104.39274423202386,-0.005108056668393868,3.0,0.0
2006-10-12,105.4244260318019,0.009882696420787873,2.0,0.0
2006-10-13,106.82916455397724,0.013324602040058364,3.0,0.0
2006-10-16,107.45140187650419,0.0058246015975587095,3.0,0.0
2006-10-17,107.02189170605808,-0.003997250505300531,3.0,0.0
2006-10-18,106.77003176623104,-0.0023533497288460437,3.0,0.0
2006-10-19,107.51592449183346,0.006985974559186481,4.0,0.0
2006-10-20,106.85020152233781,-0.0061918545800739855,3.0,0.0
2006-10-23,106.76357928783277,-0.0008106885459353563,3.0,0.0
2006-10-24,107.06614572928505,0.002833985554536067,3.0,0.0
2006-10-25,108.01081456258508,0.00882322630431287,3.0,0.0
2006-10-26,108.41554954179514,0.003747170881444939,5.0,0.0
2006-10-27,108.18861738079778,-0.00209316986314656,4.0,0.0
2006-10-30,108.25473877799237,0.0006111677808198213,5.0,0.0
2006-10-31,108.28504939745385,0.0002799934654467151,4.0,0.0
2006-11-01,108.4144759935398,0.0011952397566066253,4.0,0.5229719557419015
2006-11-02,108.01489456115551,-0.0036856833805855027,4.0,0.0
2006-11-03,107.49559847171376,-0.0048076340911274995,4.0,0.0
2006-11-06,107.96871489161931,0.004401263183162252,5.0,0.0
2006-11-07,107.9732794306057,4.2276496399651364e-05,5.0,0.0
2006-11-08,107.81065084026382,-0.0015061929321726897,5.0,0.0
2006-11-09,108.5067793682908,0.006456955065213155,5.0,0.0
2006-11-10,108.53478133319484,0.00025806650116311225,5.0,0.0
2006-11-13,108.52457558554052,-9.403204695268563e-05,5.0,0.0
2006-11-14,108.9341405020059,0.0037739370484113355,4.0,0.0
2006-11-15,109.03587487819763,0.0009339071821092837,5.0,0.0
2006-11-16,108.93097432889729,-0.0009620737158070325,5.0,0.0
2006-11-17,109.1998045952531,0.0024678955458905527,4.0,0.0
2006-11-20,110.18545638751698,0.009026131465318832,4.0,0.0
2006-11-21,110.94965874553874,0.006935600968371869,4.0,0.0
2006-11-22,111.2771454748192,0.0029516695498050805,5.0,0.0
2006-11-24,111.77623628026517,0.004485115099927661,5.0,0.0
2006-11-27,110.81202655398363,-0.008626249714330125,5.0,0.0
2006-11-28,110.99856110053791,0.0016833420735555826,5.0,0.0
2006-11-29,111.43906700500214,0.003968573106684081,5.0,0.0
2006-11-30,112.46919482907286,0.009243866193033412,5.0,0.0
2006-12-01,112.22830602246329,-0.002141820317782761,5.0,0.4000000000000002
2006-12-04,112.5879725192445,0.003204775243682567,5.0,0.0
2006-12-05,112.37528863107477,-0.0018890462578796674,5.0,0.0
2006-12-06,111.49498489876397,-0.007833605973647906,5.0,0.0
2006-12-07,111.17082079151164,-0.002907432182233771,5.0,0.0
2006-12-08,110.71769712708081,-0.004075922631538553,5.0,0.0
2006-12-11,111.14027982384448,0.0038167583659063364,5.0,0.0
2006-12-12,111.02188620546065,-0.001065262914323073,5.0,0.0
2006-12-13,110.72690974279425,-0.002656921736318818,5.0,0.0
2006-12-14,110.98943021615734,0.0023708823263730583,5.0,0.0
2006-12-15,110.42485624524393,-0.005086736365921274,5.0,0.0
2006-12-18,109.8545133806273,-0.0051649862540907865,5.0,0.0
2006-12-19,110.21100209503953,0.003245098480178621,5.0,0.0
2006-12-20,110.39646573000316,0.0016828050869521771,5.0,0.0
2006-12-21,109.93266167022024,-0.004201258226121496,5.0,0.0
2006-12-22,109.39349787335111,-0.004904491428457725,5.0,0.0
2006-12-26,109.52076981931273,0.0011634324565521492,5.0,0.0
2006-12-27,109.6370420976488,0.001061645919106402,5.0,0.0
2006-12-28,110.00605486832481,0.0033657672955764717,5.0,0.0
2006-12-29,110.18257521913687,0.0016046421355928597,5.0,0.0
2007-01-03,109.31447738588719,-0.007878721581186077,5.0,0.0
2007-01-04,108.75379800203365,-0.005129049667175423,4.0,0.0
2007-01-05,107.57850133103028,-0.01080694828682116,4.0,0.0
2007-01-08,107.87105660696552,0.0027194585564547236,3.0,0.0
2007-01-09,108.07214356691483,0.0018641419327334319,4.0,0.0
2007-01-10,107.93564898280445,-0.0012629950661232625,4.0,0.0
2007-01-11,108.18152232447044,0.0022779623227646706,4.0,0.0
2007-01-12,109.33914431407563,0.010700736731482863,4.0,0.0
2007-01-16,109.10723384417496,-0.0021210196161267625,4.0,0.0
2007-01-17,109.45974963592502,0.0032309112726065514,4.0,0.0
2007-01-18,109.07432395745215,-0.0035211635304743805,4.0,0.0
2007-01-19,109.85388515024665,0.00714706417156985,4.0,0.0
2007-01-22,109.56264989491174,-0.0026511147506216304,4.0,0.0
2007-01-23,110.77290515045539,0.011046239358982968,4.0,0.0
2007-01-24,111.10940351247976,0.003037731668834809,4.0,0.0
2007-01-25,110.53768413697247,-0.005145553458425933,4.0,0.0
2007-01-26,110.8505536649281,0.0028304331721653586,3.0,0.0
2007-01-29,110.31637360291631,-0.0048189210098712465,3.0,0.0
2007-01-30,111.31644806137376,0.0090655124511001,3.0,0.0
2007-01-31,112.26746369126437,0.008543352275903304,3.0,0.0
2007-02-01,112.54541015895649,0.002475752622830063,4.0,0.3814845116729735
2007-02-02,112.26688429555493,-0.0024747865151335535,3.0,0.0
2007-02-05,112.32938851895476,0.0005567467538805104,4.0,0.0
2007-02-06,113.11755427650294,0.0070165587825237186,4.0,0.0
2007-02-07,113.79037122887617,0.005947944655244175,4.0,0.0
2007-02-08,113.93208209810129,0.001245367843471401,4.0,0.0
2007-02-09,113.48549324977836,-0.0039197813302349616,5.0,0.0
2007-02-12,112.61604020416173,-0.00766135847603866,5.0,0.0
2007-02-13,113.40394268771257,0.00699636110559787,4.0,0.0
2007-02-14,113.88035627734025,0.00420103197769417,4.0,0.0
2007-02-15,114.23124061443815,0.0030811664853187537,5.0,0.0
2007-02-16,114.21784986365414,-0.00011722494399946104,4.0,0.0
2007-02-20,114.11451662075281,-0.0009047031004758566,5.0,0.0
